external_gene_name	Y	A	CtrlUn	KUnInj	CtrlInj	KInj	N	KN
Wisp3	173.638	64.7603	166.412	181.935	117.602	145.637	99.2241	127.503
Wiz	558.181	192.959	153.803	64.7155	130.513	352.671	324.733	110.415
Wls	266.554	617.206	186.524	175.778	203.688	120.609	248.06	158.043
Wnk1	278.709	449.358	540.048	613.722	544.693	420.664	284.142	739.547
Wnk2	389.202	190.316	377.968	402.191	324.962	272.103	469.059	451.291
Wnk3	74.0459	51.544	53.9783	47.0597	40.2584	72.3864	36.0815	26.1958
Wnk4	251.281	148.024	163.413	176.944	58.5728	183.844	108.244	544.315
Wnt1	207.24	93.8364	59.4094	52.809	58.7388	135.036	171.387	80.63
Wnt10a	268.572	132.164	107.148	92.9309	89.7569	165.943	135.306	199.079
Wnt10b	159.754	76.6551	50.9883	35.7532	43.8882	109.136	49.6121	104.818
Wnt11	746.6	317.194	379.196	420.086	373.672	327.361	275.121	488.719
Wnt16	177.598	603.989	397.492	525.16	665.148	279.927	275.121	357.917
Wnt2	118.044	93.8364	72.8329	60.3467	82.913	116.188	99.2241	52.0156
Wnt2b	125.875	80.62	85.4283	62.8819	75.1554	134.506	121.775	88.9939
Wnt3	176.918	46.2574	58.5042	37.6771	53.2528	131.752	81.1834	58.0076
Wnt3a	111.13	14.538	36.7126	7.53769	45.9935	168.631	108.244	37.7572
Wnt4	276.002	116.304	105.337	88.0301	67.7301	119.088	121.775	147.776
Wnt5a	723.345	326.445	229.746	223.142	273.232	277.818	378.856	341.193
Wnt5b	103.912	25.1112	34.1559	31.4409	22.027	127.926	81.1834	39.3462
Wnt6	192.667	103.088	84.7784	71.529	102.959	149.082	216.489	158.45
Wnt7a	224.579	134.807	66.2896	43.9812	89.5909	123.363	85.6935	83.7769
Wnt7b	161.099	50.2223	60.7767	34.5534	47.8498	165.886	63.1426	63.1311
Wnt8a	196.142	46.2574	70.1944	43.2909	29.2034	102.014	130.795	42.0978
Wnt8b	63.3233	7.92984	39.3366	23.2129	47.7253	111.59	54.1222	39.7298
Wnt9a	344.522	334.375	451.244	584.149	392.193	318.698	347.284	1127.26
Wnt9b	97.7465	39.6492	65.9574	30.841	55.1922	137.176	58.6324	101.718
Wrap53	170.517	129.521	38.7203	21.9793	86.3349	148.826	54.1222	59.1936
Wrap73	626.579	292.082	144.611	88.5961	124.696	296.102	243.55	218.524
Wrb	1379.22	1017.66	571.112	646.952	721.034	370.889	288.652	912.456
Wrn	241.397	194.281	285.741	252.32	299.554	352.287	279.632	198.602
Wrnip1	2845.18	2745.05	2382.14	2844.15	3129.52	1118.08	1132.06	1756.62
Wsb1	47.6911	13.2164	42.9043	15.7205	18.4804	71.1045	76.6732	19.4911
Wsb2	509.213	272.258	203.453	210.219	180.303	336.443	198.448	396.523
Wscd1	1066.05	506.188	317.846	404.715	434.515	258.731	396.896	442.12
Wscd2	188.542	42.2925	41.8981	27.6947	18.4804	103.331	22.5509	47.714
Wt1	459.952	165.205	395.961	406.877	501.178	383.774	568.284	323.4
Wt1os	70.9597	79.2984	100.489	65.2702	91.9039	123.835	175.897	61.9452
Wtap	227.791	155.953	130.557	106.184	84.022	153.337	148.836	108.853
Wtip	187.346	29.0761	46.1591	24.5145	53.2113	114.762	63.1426	19.0568
Wwc1	234.395	162.562	373.822	509.779	326.486	254.957	216.489	416.418
Wwc2	129.733	380.632	249.458	310.471	238.17	175.916	135.306	174.782
Wwox	1624.82	3162.68	1558.49	1714.31	2109.49	692.902	712.609	2133.82
Wwp1	154.209	181.065	212.832	221.717	154.19	157.255	216.489	161.338
Wwp2	579.055	561.697	521.043	591.007	482.781	582.101	757.711	792.995
Wwtr1	118.694	67.4036	123.619	96.1225	102.793	114.459	126.285	101.714
X14095	0	0	0	0	0	0	0	0
X14387	31.2991	18.503	44.5125	20.0667	16.4995	46.4889	58.6324	21.4637
X56701	0	0	0	0	0	0	0	0
X56719	28.287	31.7194	96.1603	113.71	80.932	70.8538	90.2037	84.5636
X56720	26.8163	43.6141	72.8088	91.6069	102.876	60.106	58.6324	55.2172
X56722	0	0	0	0	0	0	0	0
X57330	54.0071	21.1462	25.3689	12.5854	29.2864	48.9057	112.755	21.8434
X63927	62.2086	38.3276	37.3721	18.8329	14.5187	60.7541	58.6324	25.4324
X93051	7.19688	6.6082	6.17253	3.76884	20.2122	10.1891	4.51019	4.3796
Xab2	383.355	93.8364	160.938	150.708	161.656	195.715	193.938	139.075
Xaf1	89.7474	84.5849	61.0801	72.8531	66.1642	92.9258	130.795	63.1428
Xbp1	1177.89	482.399	636.612	734.37	577.899	425.768	329.244	897.947
Xcl1	84.1981	79.2984	85.4716	63.9801	75.1969	100.174	166.877	92.5556
Xcr1	601.86	77.9767	146.258	96.666	126.386	154.832	148.836	121.131
Xdh	370.365	417.638	326.894	243.719	267.623	496.57	437.488	340.763
Xiap	1848.72	1953.38	846.869	724.457	726.478	457.231	523.182	779.799
Xirp1	183.062	91.1931	76.9832	45.2488	36.7118	176.432	211.979	96.0939
Xirp2	270.297	553.767	384.15	420.232	389.187	389.163	351.795	316.265
Xist	71.0388	48.9007	50.035	26.4723	10.972	74.9819	108.244	17.0997
Xk	446.047	364.773	190.732	157.114	149.036	120.535	112.755	88.9511
Xkr4	158.936	220.714	135.873	99.2916	113.682	150.975	103.734	102.031
Xkr5	175.419	89.8715	99.4778	78.5572	117.478	166.429	135.306	75.5066
Xkr6	1251.98	500.901	311.9	331.228	210.698	166.698	166.877	474.014
Xkr7	429.348	58.1521	52.6061	37.632	38.5681	128.632	108.244	37.319
Xkr8	106.348	44.9358	59.1349	55.865	21.861	134.364	211.979	68.7278
Xkr9	103.299	77.9767	58.1671	70.3631	62.161	128.2	94.7139	54.4226
Xkrx	54.5264	35.6843	50.0879	32.5503	33.0406	102.643	36.0815	29.0058
Xlr	82.3393	44.9358	76.7905	50.1609	51.2305	121.344	135.306	31.7535
Xlr3a	12.3187	10.5731	7.80954	5.02513	7.34235	23.1897	18.0407	4.77491
Xlr3b	87.5151	30.3977	47.1557	21.3229	25.8228	65.7493	4.51019	20.677
Xlr3c	9.64774	13.2164	4.5307	7.56027	10.972	23.0111	27.0611	3.18587
Xlr4a	14.1616	2.64328	6.81289	0	7.25935	12.4793	31.5713	7.92959
Xlr4b	19.1009	10.5731	11.3821	3.78014	29.4524	40.9176	36.0815	8.3288
Xlr4c	10.1093	2.64328	9.10954	3.75755	7.42535	18.0332	27.0611	2.77497
Xlr5a	8.20153	5.28656	3.88071	3.75755	10.972	11.108	0	2.78276
Xlr5b	5.94159	7.92984	2.6096	0.622495	3.71269	10.3878	0	0.399207
Xlr5c	4.44113	2.64328	6.4903	3.75755	0	0.97368	0	4.77491
Xndc1	183.598	165.205	258.009	335.574	256.609	178.06	162.367	278.442
Xntrpc	174.806	46.2574	78.3362	42.7926	65.9152	203.306	171.387	63.9724
Xpa	356.867	473.147	386.933	400.731	282.846	337.368	473.57	438.974
Xpc	162.298	301.334	214.522	281.362	212.928	232.753	342.774	421.338
Xpnpep1	393.828	560.375	1074.58	1355.54	1247.57	637.097	527.692	1048.68
Xpnpep2	70.8443	43.6141	65.6107	39.4881	42.1148	95.5561	94.7139	46.8532
Xpnpep3	1315.44	494.293	316.075	283.049	242.298	234.159	266.101	684.328
Xpo1	11550.6	5319.6	3515.68	3801.91	3787.76	1448.57	1736.42	3582.92
Xpo4	157.026	150.667	92.6552	70.9517	58.6559	196.251	302.182	95.7142
Xpo5	878.406	372.702	373.043	369.698	240.857	368.197	302.182	449.322
Xpo6	253.481	229.965	192.431	123.749	172.338	435.154	432.978	133.507
Xpo7	647.042	597.381	459.4	429.581	381.927	642.231	541.222	529.227
Xpot	155.432	84.5849	63.0204	37.6433	45.7445	93.9543	135.306	65.1623
Xpr1	291.142	125.556	145.565	144.053	154.065	245.938	243.55	159.659
Xrcc1	561.437	366.094	144.611	92.9423	73.4236	146.66	126.285	153.749
Xrcc2	81.297	59.4738	49.3898	15.0302	38.6927	88.4519	63.1426	29.3972
Xrcc3	228.553	130.842	88.1101	50.2965	88.0667	203.839	130.795	118.383
Xrcc4	94.118	191.638	363.462	439.643	416.7	181.89	180.407	344.77
Xrcc5	1156.72	518.083	442	582.439	592.501	242.878	297.672	569.748
Xrcc6	1093.46	678.001	436.082	525.568	382.176	303.958	230.02	734.037
Xrn1	792.123	469.182	340.197	486.102	388.855	248.769	297.672	411.228
Xrn2	1366.54	1178.9	1010.92	1261.63	977.308	395.57	653.977	855.661
Xrra1	3093.14	1263.49	1334.8	1561.09	943.659	495.024	550.243	1740.66
Xxylt1	175.142	64.7603	50.6513	28.3172	24.0494	129.243	40.5917	54.0351
Xylb	331.87	314.55	216.481	187.831	194.946	347.865	342.774	242.278
Xylt1	1038.39	614.562	572.957	683.825	586.237	395.452	446.508	1070.15
Xylt2	149.721	54.1872	85.4187	41.5024	34.98	162.386	157.857	86.2306
Yae1d1	1534.91	1681.13	1657.16	1866.05	1437.12	620.925	996.751	1430.53
Yaf2	73.1158	40.9708	75.3269	99.1559	75.5287	100.914	72.163	99.2643
Yap1	352.62	849.814	1105.02	1396.2	1393.65	540.91	662.997	857.964
Yars	962.867	430.855	273.965	288.809	172.214	217.923	171.387	658.633
Yars2	2037.34	1178.9	1005	1255.5	1150.69	475.426	744.181	1056.67
Ybey	81.069	108.374	92.0148	134.512	71.7332	122.894	211.979	181.173
Ybx1	190.584	75.3335	188.199	194.124	135.958	159.409	234.53	349.244
Ybx2	897.485	269.615	189.793	215.447	129.974	305.407	419.447	408.828
Ybx3	248.196	819.417	717.707	759.678	966.516	369.874	333.754	515.38
Ydjc	625.119	330.41	279.463	339.197	328.217	275.885	275.121	304.696
Yeats2	868.996	414.995	332.147	278.317	355.855	261.623	347.284	308.332
Yeats4	223.437	282.831	329.59	402.135	440.334	216.362	211.979	426.505
Yes1	473.198	148.024	43.9394	32.0521	18.3974	86.8648	148.836	44.8766
Yif1a	2121.88	656.855	314.822	386.019	256.774	250.406	333.754	697.498
Yif1b	1380.41	633.065	322.084	256.904	113.931	202.522	171.387	618.624
Yipf1	657.897	359.486	166.774	158.925	190.652	231.853	211.979	254.191
Yipf2	133.36	43.6141	51.0316	48.995	31.4748	78.2974	63.1426	89.4009
Yipf3	733.129	187.673	178.185	191.056	99.1216	102.57	45.1019	312.688
Yipf4	526.551	395.17	223.911	220.981	131.872	121.814	121.775	261.49
Yipf5	81.7307	51.544	38.0366	31.4635	44.3032	77.4881	67.6528	36.176
Yipf6	8183.43	6013.46	4536.29	4570.46	4581.78	2088.46	2191.95	5075.66
Yipf7	78.6027	89.8715	93.5749	81.6583	89.5909	122.859	126.285	67.5341
Yjefn3	522.349	241.86	160.923	141.406	157.695	208.839	216.489	263.803
Ykt6	758.677	236.574	289.227	298.18	238.17	195.945	311.203	397.693
Ylpm1	976.502	589.451	415.004	534.407	378.048	363.171	369.835	730.863
Yme1l1	5883.9	2548.12	2703.36	3217.47	2712.76	1051.33	1556.01	2661.66
Yod1	2592.42	1995.68	1398.72	1466.57	1517.43	665.111	947.139	1763.83
Ypel1	823.173	411.03	368.906	358.108	300.705	209.457	311.203	458.438
Ypel2	95.0804	50.2223	35.4318	15.0415	23.9249	87.2969	117.265	29.7925
Ypel3	713.242	381.954	121.9	129.397	152.126	161.483	207.469	244.681
Ypel4	912.284	1317.67	1129.64	1101.05	1105.89	406.373	401.407	1022.54
Ypel5	5441.23	4231.89	1899.12	1936.84	2009.53	856.428	897.527	2083.53
Yrdc	1423.56	535.264	283.382	213.998	156.337	185.198	225.509	330.515
Ythdc1	3136.37	3491.77	3124.85	3602.14	4051.29	1321.55	2020.56	2324.68
Ythdc2	1184.59	676.68	568.542	609.093	475.231	329.578	523.182	415.948
Ythdf1	147.507	97.8013	98.4472	69.0504	67.8961	146.536	121.775	139.37
Ythdf2	69.0562	42.2925	82.9631	113.066	78.9511	83.9783	130.795	192.731
Ythdf3	1452.96	1993.03	1498.41	1784.64	1743.18	728.704	883.997	1088.19
Ywhab	1867.63	1059.96	399.692	436.7	407.377	212.68	239.04	717.392
Ywhae	546.827	289.439	172.73	248.166	91.4891	217.295	175.897	295.553
Ywhag	412.624	335.696	345.392	407.601	419.748	331.823	315.713	757.822
Ywhah	1774.16	490.328	308.751	318.304	306.564	244.18	225.509	578.863
Ywhaq	96.2695	34.3626	49.7509	35.1985	32.9991	49.3033	54.1222	37.3541
Ywhaz	177.697	140.094	142.272	153.209	152.624	98.6586	76.6732	188.258
Yy1	2679.51	1196.08	718.464	803.285	615.192	473.557	410.427	1105.52
Yy2	3.08619	6.6082	2.27738	6.92649	0	4.58033	4.51019	1.58903
Z12226	67.6216	79.2984	35.09	28.2946	46.0765	82.5207	31.5713	33.362
Z12254	18.6393	40.9708	31.9218	22.6131	62.3685	23.2818	27.0611	25.8472
Z12381	52.6128	25.1112	43.1788	13.1288	42.1148	49.9515	31.5713	16.6849
Z12592	0	0	0	0	0	0	0	0
Z83816	57.9317	27.7544	27.9305	10.0729	27.5546	76.4051	9.02037	17.9059
Zadh2	1715.3	1505.35	824.567	985.503	839.786	358.002	437.488	789.51
Zan	167.12	50.2223	104.004	81.6696	69.8769	242.256	153.346	167.542
Zap70	469.346	203.533	225.548	177.634	262.427	529.77	487.1	232.015
Zar1	83.3952	48.9007	57.2042	38.3448	36.9608	93.0902	49.6121	48.822
Zar1l	49.4843	17.1813	44.8399	15.7205	36.5457	67.0283	36.0815	18.3051
Zbbx	56.0023	93.8364	107.874	96.19	134.143	106.722	189.428	69.9371
Zbed3	1854.95	819.417	427.026	407.387	406.961	419.529	441.998	566.79
Zbed4	1553.78	1139.25	684.534	744.262	760.1	510.911	604.365	1210.41
Zbed5	767.86	602.668	261.923	312.373	244.029	150.704	184.918	432.602
Zbed6	74.2264	26.4328	29.89	23.8468	7.34235	43.3691	54.1222	33.3269
Zbp1	218.293	52.8656	79.6457	81.1713	62.2855	235.861	297.672	77.4247
Zbtb1	2637.16	1024.27	727.925	850.05	743.226	544.327	681.038	853.274
Zbtb10	1523.78	815.452	1322.78	1246.26	824.367	343.594	414.937	984.466
Zbtb11	538.883	399.135	453.199	403.267	445.861	376.249	356.305	342.097
Zbtb11os1	2956.51	1863.51	1830.12	2175.7	1665.03	587.86	753.201	1152.01
Zbtb12	1934.93	433.498	152.729	129.216	69.7939	162.221	94.7139	235.589
Zbtb14	4271.36	2096.12	950.405	956.641	683.379	440.152	392.386	1032.12
Zbtb16	306.264	158.597	177.799	241.806	229.635	314.519	387.876	483.482
Zbtb17	256.041	77.9767	62.7027	29.5735	33.1236	86.6116	130.795	55.6436
Zbtb18	5274.98	2789.98	1237.09	1575.7	1701.89	743.7	744.181	1530.6
Zbtb2	119.004	48.9007	123.859	124.101	119.375	151.26	81.1834	114.383
Zbtb20	10389.3	8404.31	6463.1	7273.97	9858.6	3016.43	4153.88	6050.18
Zbtb21	174.915	97.8013	130.302	128.028	88.1913	200.489	144.326	105.303
Zbtb22	1981.41	911.931	365.98	343.644	360.149	336.351	211.979	726.871
Zbtb24	597.397	533.942	484.817	516.186	273.606	181.087	320.223	604.551
Zbtb25	76.4034	39.6492	46.4528	29.4492	47.9329	110.092	135.306	42.1328
Zbtb26	197.375	63.4387	94.5715	55.9554	60.4291	174.289	211.979	71.8825
Zbtb3	3299.91	1543.68	2320.32	2898.02	2539.51	821.531	699.079	2402.67
Zbtb32	399.964	46.2574	50.7091	13.8078	40.3415	126.731	139.816	44.4891
Zbtb33	1377.17	959.51	648.62	520.123	538.222	325.655	405.917	497.709
Zbtb34	102.371	109.696	111.086	79.8247	100.812	118.149	230.02	139.797
Zbtb37	178.888	154.632	67.007	48.4064	98.9972	175.55	135.306	60.7553
Zbtb38	107.308	243.182	258.99	326.023	244.113	170.434	252.57	365.385
Zbtb39	857.879	339.661	234.022	250.611	268.204	251.612	473.57	343.372
Zbtb4	297.166	151.989	95.828	56.5214	108.362	199.5	126.285	149.765
Zbtb40	475.839	185.03	136.142	94.3791	131.996	237.641	230.02	236.015
Zbtb41	2011.57	1896.55	1565.38	1899.49	1960.28	736.144	1222.26	1159.66
Zbtb42	452.06	104.41	75.1006	19.5006	93.3868	158.292	148.836	59.9803
Zbtb43	373.13	436.141	336.263	333.436	229.221	312.298	257.081	492.082
Zbtb44	1615.76	947.616	766.192	955.25	620.803	443.099	658.487	905.991
Zbtb45	389.611	116.304	148.824	57.2343	91.9039	128.197	99.2241	81.076
Zbtb46	620.78	408.387	288	302.594	169.082	466.389	405.917	449.38
Zbtb48	166.695	70.0469	79.9106	64.7042	69.7108	180.401	216.489	136.196
Zbtb49	450.857	309.264	954.329	1053.28	788.557	673.702	717.12	948.918
Zbtb5	196.178	216.749	175.556	197.157	117.519	215.8	225.509	231.201
Zbtb6	1623.91	742.762	810.334	785.063	513.384	395.507	518.671	795.141
Zbtb7a	3825.61	1686.41	936.895	1099.63	877.411	582.528	681.038	2036.6
Zbtb7b	881.428	376.667	224.32	213.489	134.185	228.402	329.244	517.294
Zbtb7c	875.992	481.077	247.334	236.305	251.829	304.745	275.121	300.262
Zbtb8a	78.4444	59.4738	31.2093	12.5629	22.027	96.9099	40.5917	24.9903
Zbtb8b	111.786	35.6843	52.0427	26.4158	49.4986	246.373	189.428	34.9471
Zbtb8os	3476.57	1079.78	566.264	604.26	403.954	322.731	311.203	1422.18
Zbtb9	1859.97	640.995	363.866	443.468	293.86	308.846	446.508	744.401
Zc2hc1a	1213.24	1167.01	829.313	994.803	1025.91	440.618	590.834	705.611
Zc2hc1b	206.644	409.708	83.2232	77.8556	86.3765	137.053	198.448	68.3013
Zc2hc1c	189.353	142.737	229.495	362.829	198.244	146.556	207.469	443.31
Zc3h10	478.417	241.86	270.729	272.466	233.182	258.086	211.979	328.834
Zc3h11a	146.43	169.17	125.805	136.923	93.7188	210.825	378.856	181.127
Zc3h12a	535.78	638.352	342.888	289.624	270.267	397.74	649.467	560.946
Zc3h12b	319.346	340.983	436.751	501.222	352.972	199.653	261.591	419.486
Zc3h12c	277.63	108.374	78.9669	45.2262	51.3135	156.454	135.306	74.7237
Zc3h12d	137.555	171.813	154.087	150.708	117.478	169.386	81.1834	147.002
Zc3h13	694.924	843.206	424.994	431.312	289.567	219.443	162.367	583.948
Zc3h14	710.859	839.241	561.426	657.612	600.383	463.512	451.019	583.506
Zc3h15	1939.8	1864.83	1757.97	1900.99	1953.24	760.576	992.241	1272.45
Zc3h18	593.787	403.1	294.086	259.247	214.744	244.725	257.081	473.452
Zc3h3	368.398	333.053	340.168	327.935	256.733	257.601	261.591	747.839
Zc3h4	6008.05	1731.35	887.866	409.072	370.913	518.56	586.324	1459.64
Zc3h6	1722.15	1209.3	267.764	236.714	248.115	168.282	239.04	446.128
Zc3h7a	335.844	228.644	147.895	94.8436	150.934	326.977	383.366	138.207
Zc3h7b	286.902	96.4797	80.8736	54.0314	100.771	242.123	266.101	82.5832
Zc3h8	54.6779	103.088	83.4831	66.4587	53.3359	112.091	198.448	174.329
Zc3hav1	212.836	109.696	132.348	98.0241	121.398	307.115	135.306	125.565
Zc3hav1l	138.454	47.579	36.3515	21.4133	25.8228	95.34	27.0611	50.8531
Zc3hc1	152.922	55.5089	84.812	63.5044	54.9847	219.62	189.428	56.0038
Zc4h2	62.6243	55.5089	67.9556	48.429	43.9711	83.3102	108.244	45.6595
Zcchc10	226.047	124.234	85.1924	113.677	110.053	97.0684	112.755	105.284
Zcchc11	1823.12	463.896	303.595	295.204	213.136	288.272	333.754	399.733
Zcchc12	1156.77	474.469	107.942	45.2939	96.975	161.253	81.1834	93.3735
Zcchc13	88.4817	206.176	201.118	203.541	189.003	128.036	63.1426	168.039
Zcchc14	570.934	383.276	293.932	347.424	286.227	289.702	266.101	543.099
Zcchc17	113.132	129.521	70.5266	52.809	54.9847	138.891	112.755	131.948
Zcchc18	2588.86	1851.62	1571.27	1764.72	1486.45	589.113	1001.26	1348.51
Zcchc2	2125.5	2371.02	1637	1779.89	1531.47	778.364	739.671	1550.38
Zcchc24	144.206	241.86	126.113	162.66	102.876	128.759	85.6935	133.452
Zcchc3	847.514	446.714	320.403	398.841	377.675	202.641	166.877	422.664
Zcchc4	620.857	215.427	181.93	197.859	158.026	287.734	211.979	195.487
Zcchc6	758.306	344.948	401.05	370.22	192.508	281.892	248.06	331.687
Zcchc7	1294.58	1057.31	551.964	602.449	403.663	345.619	419.447	985.852
Zcchc8	135.036	112.339	69.5829	69.1068	69.7939	124.104	85.6935	166.822
Zcchc9	184.468	313.229	593.814	759.71	552.492	293.933	347.284	565.446
Zcrb1	129.558	100.445	89.4775	55.9328	47.6838	143.938	103.734	74.2856
Zcwpw1	4086.76	1743.24	1109.85	1012.43	836.862	512.123	753.201	2309.56
Zcwpw2	57.6487	23.7895	51.0268	25.1595	62.4515	101.456	54.1222	36.9237
Zdbf2	503.129	375.346	300.503	358.651	284.163	227.656	257.081	280.485
Zdhhc1	628.88	381.954	311.654	355.868	251.87	232.773	239.04	517.721
Zdhhc11	237.943	553.767	954.791	1265.41	1045.91	420.49	617.896	927.873
Zdhhc12	1204.6	391.205	292.987	357.52	333.703	275.303	270.611	632.789
Zdhhc13	695.658	536.586	291.048	195.969	119.085	154.582	171.387	209.714
Zdhhc14	2722.28	1244.98	612.221	524.232	242.339	304.954	257.081	843.847
Zdhhc15	70.1882	124.234	96.5023	103.037	93.5528	99.7933	99.2241	55.2405
Zdhhc16	297.01	121.591	173.904	132.453	188.63	309.967	311.203	151.315
Zdhhc17	370.849	377.989	250.854	261.974	216.351	306.839	279.632	279.682
Zdhhc18	146.755	95.1581	94.2923	68.4505	75.5703	193.817	148.836	122.395
Zdhhc19	88.5174	34.3626	25.9901	12.5516	18.3974	110.147	58.6324	27.8315
Zdhhc2	842.562	615.884	279.617	297.875	304.666	241.544	184.918	265.784
Zdhhc20	188.862	277.544	534.881	618.679	620.388	330.794	342.774	643.568
Zdhhc21	176.148	243.182	147.832	94.7194	139.256	184.391	234.53	160.892
Zdhhc22	424.264	277.544	181.642	179.558	162.891	132.633	248.06	313.044
Zdhhc23	118.153	188.994	210.906	282.663	291.713	211.482	248.06	183.917
Zdhhc24	793.755	366.094	228.446	207.841	194.406	171.275	207.469	444.167
Zdhhc25	65.905	21.1462	35.0708	22.0019	44.0541	125.153	63.1426	21.8317
Zdhhc3	305.555	181.065	420.17	405.089	313.865	476.688	649.467	498.12
Zdhhc4	260.041	100.445	109.266	58.9662	54.7771	243.772	130.795	58.4224
Zdhhc5	282.566	212.784	487.769	554.519	608.378	298.977	252.57	391.639
Zdhhc6	245.918	256.398	241.874	207.966	275.213	455.99	184.918	205.71
Zdhhc7	222.151	132.164	151.077	125.696	134.143	197.262	252.57	222.066
Zdhhc8	458.06	178.421	173.529	170.933	113.973	351.645	351.795	259.331
Zdhhc9	330.765	577.557	1017.97	1240.9	919.9	495.87	568.284	969.739
Zeb1	2156.82	1141.9	738.859	798.181	602.447	422.105	545.733	672.59
Zeb2	1181.65	1118.11	968.225	1130.51	1151.56	492.255	626.916	1033.36
Zeb2os	855.726	486.363	312.647	385.044	365.096	118.987	234.53	397.65
Zer1	237.618	111.018	179.393	131.367	146.681	329.789	257.081	246.611
Zfand1	1275.63	2454.29	1596.74	2192.32	1886.78	592.555	775.752	1471.57
Zfand2a	96.2164	25.1112	45.4899	22.6131	25.7813	119.719	117.265	40.8924
Zfand2b	761.781	556.41	269.742	344.391	187.313	163.52	135.306	469.115
Zfand3	1308.95	457.287	237.917	221.57	194.448	202.614	243.55	372.528
Zfand4	1291.72	992.551	547.024	524.946	726.727	544.477	604.365	601.267
Zfand5	2356.31	1691.7	1352.32	1471.31	1586.81	576.343	1010.28	1028.64
Zfand6	215.049	141.415	268.764	198.425	224.689	182.879	216.489	151.33
Zfa-ps	47.9648	50.2223	53.9494	55.865	45.8274	62.0706	117.265	38.133
Zfas1	309.407	237.895	180.313	226.719	186.94	147.115	139.816	489.846
Zfat	214.162	485.042	232.933	243.052	172.172	179.774	257.081	299.529
Zfc3h1	5010.03	3411.15	1977.85	2254.78	1873.3	788.47	1086.95	1898.8
Zfhx2	868.341	518.083	392.317	437.017	444.462	377.698	297.672	579.18
Zfhx2os	343.714	307.942	103.696	89.8976	46.035	134.599	54.1222	119.127
Zfhx3	203.893	141.415	104.991	65.2702	113.308	133	85.6935	101.718
Zfhx4	560.725	494.293	142.401	114.243	133.603	116.838	139.816	94.5633
Zfp1	490.367	566.983	417.839	525.261	334.492	202.099	202.958	856.848
Zfp101	94.812	26.4328	51.6961	9.45037	36.7948	161.072	90.2037	33.7378
Zfp105	514.64	101.766	77.0314	64.6928	75.1554	105.224	193.938	64.3444
Zfp106	221.445	142.737	158.29	116.257	136.083	376.404	293.162	181.499
Zfp108	469.467	351.556	191.401	75.9768	32.8745	127.768	9.02037	98.1326
Zfp109	68.4989	34.3626	37.7141	7.53769	7.34235	82.3739	54.1222	10.7124
Zfp11	38.2377	21.1462	38.9803	11.284	31.2258	80.7319	67.6528	25.8238
Zfp110	709.141	503.545	178.454	80.3907	91.8209	86.038	121.775	85.3503
Zfp111	52.9041	13.2164	22.7353	6.92649	3.62967	70.2028	18.0407	9.93343
Zfp112	1069.74	528.656	291.442	141.236	100.936	143.434	193.938	247.863
Zfp113	82.4024	31.7194	30.2127	18.8555	7.34235	63.0789	67.6528	25.4441
Zfp114	1158.95	455.966	228.365	110.643	102.461	183.287	135.306	239.154
Zfp119a	85.405	15.8597	41.6236	29.517	43.9711	85.822	36.0815	24.634
Zfp119b	72.0485	42.2925	54.2623	22.6583	49.4156	54.5145	49.6121	29.0058
Zfp12	419.283	200.889	101.683	105.483	69.8769	92.7068	117.265	177.604
Zfp120	70.9312	122.912	89.6942	72.7514	78.7435	100.661	99.2241	43.6752
Zfp128	886.291	1251.59	399.721	205.397	262.925	174.577	171.387	189.087
Zfp13	181.119	44.9358	110.763	65.2363	91.8209	135.067	162.367	78.6339
Zfp131	149.75	212.784	165.984	209.653	187.23	184.587	207.469	195.397
Zfp133-ps	678.877	449.358	180.019	174.533	118.919	140.423	261.591	304.704
Zfp14	53.3921	35.6843	25.966	22.6018	11.138	115.539	36.0815	25.0449
Zfp141	65.0973	17.1813	29.529	9.41647	12.8698	81.8525	9.02037	20.6653
Zfp142	147.44	137.451	148.246	126.262	137.773	218.666	288.652	159.582
Zfp143	4043.47	2400.1	2049.78	2372.95	2040.35	817.484	942.629	2216.56
Zfp146	125.703	56.8305	93.5701	87.8042	38.3606	99.7043	45.1019	101.675
Zfp148	944.744	337.018	280.889	323.589	260.529	244.073	329.244	410.688
Zfp157	811.708	623.814	259.906	337.284	302.727	172.94	103.734	345.663
Zfp160	1128.87	892.107	767.704	511.476	319.268	228.377	297.672	404.054
Zfp169	92.1443	59.4738	107.254	108.21	98.7482	159.32	112.755	83.4206
Zfp174	1498.66	711.042	835.188	687.197	596.38	323.673	166.877	491.099
Zfp180	1513.57	946.294	353.457	198.493	122.756	154.472	135.306	273.275
Zfp182	125.875	79.2984	95.4815	65.338	104.732	158.98	94.7139	56.4459
Zfp184	925.085	708.399	584.969	696.366	718.234	248.743	360.815	578.75
Zfp185	205.01	429.533	111.399	71.6419	69.5864	139.452	85.6935	106.845
Zfp189	1838.6	1921.66	1737.84	2063.61	2195.52	725.053	1100.49	1603.84
Zfp2	174.617	63.4387	32.5237	27.5931	31.0598	100.551	99.2241	41.2916
Zfp202	706.392	442.749	451.105	502.423	383.327	220.371	270.611	356.254
Zfp207	410.899	256.398	150.827	107.995	108.57	145.435	184.918	294.281
Zfp212	630.222	467.86	380.876	503.214	372.645	250.305	216.489	418.336
Zfp213	224.149	56.8305	147.505	74.8561	125.069	154.054	261.591	84.6182
Zfp217	102.29	79.2984	42.5577	38.4352	60.7197	100.949	94.7139	34.1565
