external_gene_name	Y	A	CtrlUn	KUnInj	CtrlInj	KInj	N	KN
Bc1	29.6137	42.2925	57.2042	56.6231	11.055	43.3143	54.1222	85.4322
Bcam	278.682	117.626	82.2121	22.6356	27.4301	203.413	198.448	34.137
Bcan	1032.23	260.363	159.219	89.7733	130.264	264.881	473.57	211.741
Bcap29	79.7619	40.9708	39.0044	28.2268	69.9599	79.1849	45.1019	23.4558
Bcap31	88.6693	39.6492	43.5351	35.8097	38.2775	87.7492	27.0611	28.2152
Bcar1	1598.87	1710.2	1002.62	1209.16	846.559	763.817	811.834	1536.92
Bcar3	194.635	165.205	115.376	107.995	126.428	109.447	225.509	113.272
Bcas1	212.27	89.8715	105.597	106.671	119.043	145.363	103.734	131.921
Bcas1os2	232.544	338.34	315.776	329.859	306.066	228.353	211.979	364.257
Bcas2	915.686	851.136	678.476	736.091	604.386	283.988	527.692	936.342
Bcas3	2868.45	2252.07	1502.62	1644.26	1696.49	920.233	992.241	2309.84
Bcas3os1	75.4374	77.9767	51.022	25.7255	51.355	138.73	94.7139	50.0742
Bcas3os2	81.7612	62.1171	37.6803	33.9535	55.1922	103.582	22.5509	23.4246
Bcat1	240.295	155.953	270.055	314.071	209.382	318.949	342.774	394.015
Bcat2	1387.28	695.183	249.91	179.49	172.421	251.288	293.162	403.995
Bccip	480.35	552.445	290.836	301.938	229.926	220.936	207.469	600.621
Bcdin3d	149.375	92.5148	42.5817	24.5145	36.7118	123.741	162.367	75.972
Bche	148.286	166.527	160.558	104.452	176.216	210.683	135.306	104.469
Bckdha	185.644	89.8715	76.4583	37.745	82.4562	194.759	90.2037	34.1799
Bckdhb	1090.71	1432.66	1068.15	1277.22	1314.28	507.791	626.916	955.76
Bckdk	302.504	92.5148	70.1752	60.3128	97.3901	93.1738	126.285	120.027
Bcl10	2529.51	3436.26	2091.01	2527.47	2717.41	1008.53	1199.71	2068.63
Bcl11a	3505.78	1843.69	2112.55	2441.36	2374.51	863.958	1235.79	2229.32
Bcl11b	117.69	37.0059	56.2412	80.9906	88.0252	98.6236	18.0407	158.074
Bcl2	2648.38	2159.56	1347.73	1468.87	1313.2	606.815	726.14	1009.41
Bcl2a1a	11.8164	25.1112	20.4435	15.6866	11.138	32.0277	13.5306	13.5224
Bcl2a1b	30.4729	59.4738	26.3319	20.7343	23.8419	44.1266	54.1222	16.2818
Bcl2a1c	25.5294	10.5731	14.2662	7.58289	29.2034	63.8393	13.5306	20.6614
Bcl2a1d	13.5018	7.92984	17.2176	26.3593	36.7948	25.3732	36.0815	14.685
Bcl2l1	1279.68	796.949	700.615	832.779	745.083	492.005	649.467	1100.26
Bcl2l10	83.3903	72.6902	222.846	241.897	337.624	198.08	239.04	249.068
Bcl2l11	2635.17	1271.42	188.661	147.653	182.159	166.029	198.448	349.65
Bcl2l12	242.175	46.2574	42.2447	10.684	29.3695	113.699	117.265	20.6536
Bcl2l13	933.568	799.592	786.775	915.548	546.798	335.306	446.508	865.219
Bcl2l14	160.212	226	288.053	261.431	282.514	241.417	261.591	254.649
Bcl2l15	96.5206	60.7954	55.2157	47.1049	62.2855	106.849	72.163	52.4265
Bcl2l2	695.886	545.837	191.642	193.535	178.031	182.003	248.06	308.304
Bcl3	303.639	151.989	51.3638	33.9083	18.4804	116.332	36.0815	42.0939
Bcl6	160.104	101.766	307.654	315.146	389.062	173.266	193.938	261.799
Bcl6b	248.577	66.082	92.9201	84.25	73.3406	115.556	184.918	199.416
Bcl7a	433.026	83.2633	71.74	84.1709	99.3294	101.94	162.367	129.48
Bcl7b	433.076	91.1931	71.8843	58.4002	73.5481	85.8739	121.775	104.888
Bcl7c	311.471	138.772	124.876	135.023	117.727	199.624	193.938	291.659
Bcl9	182.868	62.1171	79.3279	40.8348	58.4484	93.5337	49.6121	49.2446
Bcl9l	2339.16	933.078	467.504	633.483	409.44	454.014	518.671	963.231
