external_gene_name	E11mean	E12mean	E13mean	E14mean	E15mean	E16mean	E18mean	P0mean	CtrlUnInjmean	YoungFC	AdultFC	UnInjCST_FC	InjCST_FC
Actn4	124.61000000000001	139.96499999999997	126.52	89.47999999999999	82.73500000000001	93.21000000000001	102.105	68.055	37.785000000000004	179.917			113.007
Actr10	26.795	47.855000000000004	57.795	70.785	91.555	81.3	90.6	84.875	61.525000000000006	814.3810000000001			543.947
Actr1a	95.78999999999999	171.445	201.8	241.375	348.70500000000004	307.78	350.255	306.41499999999996	71.255	190.0			101.052
Actr1b	75.285	85.765	85.225	76.19	67.375	81.345	79.42	83.015	103.675	208.18400000000003			101.057
Actr2	62.644999999999996	55.565	118.525	130.63	67.68	140.49	114.56	143.44	192.65	280.14599999999996			430.71
Actr3	124.22	200.52499999999998	203.8	190.14999999999998	204.765	207.24	213.71499999999997	170.16000000000003	183.97500000000002	70.1519			46.1735
Actr3b	5.84	12.695	15.23	22.945	40.14	38.295	44.43	78.715	67.835	648.278			350.957
Actr5	8.5	16.53	17.770000000000003	10.64	9.879999999999999	11.695	10.78	6.9	2.635	409.32199999999995			212.53799999999998
Actr6	15.65	25.854999999999997	27.365000000000002	31.875	41.835	35.16	43.129999999999995	38.995	29.08	61.6219			67.6041
Actr8	34.45	51.8	58.17	58.504999999999995	53.53	55.96	58.47	33.225	20.055	291.57599999999996			91.3793
Actrt1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.6752			63.68
Actrt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0935			32.153
Actrt3	0.07500000000000001	0.095	0.04	0.095	0.175	0.14	0.19	0.48	0.725	144.745			46.8187
Acvr1	1.77	4.35	3.375	3.785	7.710000000000001	6.335	8.2	5.09	12.4	278.26599999999996			777.15
Acvr1b	3.1550000000000002	12.295	13.64	12.51	24.604999999999997	18.84	25.345	13.045	26.48	745.138			143.292
Acvr1c	0.075	0.49	0.555	0.585	0.86	0.9949999999999999	1.5	0.6950000000000001	8.8	180.485			901.607
Acvr2a	11.235	28.634999999999998	34.805	26.22	36.015	35.725	41.675	30.345	19.93	1394.2			840.195
Acvr2b	29.134999999999998	79.195	69.99000000000001	33.335	15.645	36.93	17.985	11.92	1.095	1300.65			369.827
Acvrl1	4.38	5.805	5.29	4.27	3.36	5.43	5.305	4.98	4.9	97.3573			31.5607
Acy1	31.019999999999996	35.879999999999995	34.8	37.255	30.935000000000002	33.73	29.175	17.564999999999998	7.805000000000001	332.281			103.354
Acy3	0.835	0.9299999999999999	0.615	0.515	1.23	0.73	0.96	1.6	0.735	152.77100000000002			51.672
Acyp1	28.3	45.845	51.364999999999995	60.269999999999996	53.195	46.695	48.125	40.335	36.105000000000004	897.306			364.314
Acyp2	3.835	5.67	6.455	7.675	9.865	7.914999999999999	9.765	22.71	42.105000000000004	238.858			56.1594
Ada	7.49	7.23	6.285	5.795	4.24	3.6449999999999996	3.825	4.265	0.27	150.58100000000002			68.5237
Adad1	0.185	0.06	0.32	0.235	0.21999999999999997	0.18	0.095	0.02	0.0	110.47399999999999			56.2508
Adad2	0.075	0.01	0.095	0.01	0.035	0.015	0.035	0.10500000000000001	0.105	60.0538			26.9579
Adal	13.445	24.16	24.025	23.924999999999997	30.915	27.119999999999997	30.855	17.905	18.625	1555.76			326.233
Adam10	33.765	46.775	65.58	50.935	39.03	51.75	50.76	36.265	37.435	1575.71			761.3
Adam11	6.795	10.265	18.939999999999998	16.23	9.530000000000001	19.869999999999997	14.440000000000001	13.475000000000001	30.650000000000002	223.15400000000002			43.2654
Adam12	0.515	1.64	1.475	1.025	2.59	1.85	3.1	1.37	0.95	30.2944			29.8997
Adam15	19.54	22.380000000000003	21.14	21.65	13.830000000000002	27.855	25.439999999999998	45.35	48.714999999999996	846.957			333.75
Adam17	21.630000000000003	28.14	27.020000000000003	18.009999999999998	16.585	15.094999999999999	17.515	7.58	7.3	128.031			82.2409
Adam18	0.0	0.0	0.0	0.0	0.0	0.03	0.015	0.115	0.5349999999999999	136.641			57.1705
Adam19	5.805	6.4399999999999995	8.2	5.545	4.49	7.220000000000001	6.74	3.635	3.8850000000000002	741.6210000000001			521.155
Adam1a	0.41000000000000003	1.37	1.6099999999999999	1.9100000000000001	1.75	1.97	1.955	0.58	2.88	0.0			0.32740199999999997
Adam1b	0.02	0.03	0.05	0.01	0.015	0.05	0.015	0.005	0.0	25.5294			19.8416
Adam2	0.05	0.0	0.03	0.01	0.01	0.0	0.0	0.030000000000000002	0.04	51.1664			31.5463
Adam20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.8332			36.4381
Adam21	0.18	0.395	0.32999999999999996	0.405	0.23	0.495	0.345	0.29500000000000004	0.215	64.5927			43.8239
Adam22	4.17	12.425	19.665	18.83	27.565	32.525000000000006	35.4	26.625	48.650000000000006	527.154			1367.38
Adam23	1.9649999999999999	7.8149999999999995	10.11	7.859999999999999	6.2	8.575	6.85	11.41	49.545	658.3660000000001			1573.72
Adam24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	155.77700000000002			135.964
Adam25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.02	51.2026			26.6834
Adam26a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.5988			90.4403
Adam26b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	39.7447			104.01299999999999
Adam28	0.025	0.05	0.15500000000000003	0.07500000000000001	0.01	0.125	0.03	0.02	0.0	223.997			133.937
Adam29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.2349			96.24700000000001
Adam3	0.025	0.025	0.075	0.12	0.43	0.095	0.185	0.185	0.11	115.488			94.3115
Adam30	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	166.65900000000002			51.0124
Adam32	0.11499999999999999	0.02	0.265	0.23	0.305	0.275	0.23	0.22	0.6699999999999999	178.264			105.59700000000001
Adam33	0.18000000000000002	0.52	1.045	0.31000000000000005	0.555	0.54	0.815	0.715	1.74	191.24200000000002			54.9124
Adam34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	66.215			216.46200000000002
Adam39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.491			52.4038
Adam4	0.28500000000000003	0.575	0.395	0.5	0.26	0.24000000000000002	0.2	0.09	0.505	45.4194			40.001
Adam5	0.045	0.035	0.07	0.12	0.36	0.165	0.215	0.62	0.29	155.77700000000002			149.826
Adam6a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.1693			30.853
Adam6b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.8856			110.166
Adam7	0.1	0.03	0.10500000000000001	0.09	0.13	0.195	0.14500000000000002	0.27	0.01	67.8373			76.0395
Adam8	1.075	2.55	2.7800000000000002	3.45	1.425	2.91	2.295	0.39	1.155	351.602			98.8277
Adam9	11.205	19.439999999999998	20.83	14.805	14.274999999999999	16.61	18.465	12.004999999999999	25.595	118.384			557.424
Adamdec1	0.015	0.0	0.0	0.035	0.02	0.0	0.015	0.055	0.0	49.7025			24.3676
Adamts1	8.594999999999999	9.98	10.17	6.765000000000001	5.96	9.365	7.66	3.7399999999999998	3.3449999999999998	121.311			159.595
Adamts10	20.825	37.18	36.584999999999994	26.48	17.545	27.27	22.725	11.555	7.045	659.803			233.43400000000003
Adamts12	0.29500000000000004	1.155	1.14	0.305	0.635	0.38	0.745	0.25	0.07	418.215			110.821
Adamts13	0.0	0.075	0.0	0.185	0.28500000000000003	0.25	0.065	0.7350000000000001	1.4749999999999999	83.4266			42.2207
Adamts14	0.155	0.45499999999999996	0.32999999999999996	0.11	0.125	0.135	0.195	0.16999999999999998	0.055	260.168			127.008
Adamts15	4.395	5.585	5.28	1.4	1.99	2.5	2.635	1.8900000000000001	1.4100000000000001	88.0558			52.00899999999999
Adamts16	0.075	0.055	0.19	0.16	0.44999999999999996	0.45	0.595	0.685	0.945	231.987			171.56900000000002
Adamts17	0.5449999999999999	0.685	1.2149999999999999	1.2850000000000001	1.62	3.005	1.42	2.52	1.0	1513.15			743.953
Adamts18	0.435	2.015	2.435	4.745	7.165	9.965	9.68	2.87	0.42	401.969			227.416
Adamts19	1.28	1.7999999999999998	1.435	1.04	0.47	0.39499999999999996	0.435	0.365	0.375	445.024			157.25
Adamts2	0.21000000000000002	1.025	1.585	0.67	1.16	2.2	2.79	3.615	3.05	763.883			312.329
Adamts20	2.8200000000000003	11.48	7.425	3.4050000000000002	1.93	2.465	2.4050000000000002	1.87	3.0949999999999998	170.523			138.72799999999998
Adamts3	4.26	4.515	3.535	5.59	12.365	12.91	15.485	5.175000000000001	4.3549999999999995	155.02200000000002			137.789
Adamts4	5.48	5.47	7.335	5.91	2.705	6.795	4.890000000000001	3.51	7.155	1381.61			336.35900000000004
Adamts5	0.24	0.76	1.4849999999999999	1.7349999999999999	1.635	1.98	1.895	1.64	0.79	78.6027			57.5027
Adamts6	0.895	1.4700000000000002	2.405	1.3599999999999999	1.21	1.35	1.375	0.23	1.315	1147.24			555.7959999999999
Adamts7	9.215	17.335	17.16	12.08	8.07	11.71	10.165	3.8200000000000003	0.245	680.459			345.24699999999996
Adamts8	0.32	0.44	0.475	0.44000000000000006	0.71	1.2850000000000001	1.135	1.4849999999999999	0.8400000000000001	326.385			231.017
Adamts9	1.44	1.95	1.59	0.96	0.8	0.715	0.89	0.445	0.5900000000000001	185.68			92.9826
Adamtsl1	1.5699999999999998	7.115	7.34	4.23	2.01	3.81	3.835	1.9	1.725	1155.49			1372.21
Adamtsl2	2.485	3.33	4.4399999999999995	5.619999999999999	8.870000000000001	6.795	9.395	11.675	5.6049999999999995	528.019			214.166
Adamtsl3	0.0	0.30000000000000004	0.29000000000000004	0.605	0.46499999999999997	0.325	0.48	0.41000000000000003	0.25	509.89300000000003			139.075
Adamtsl4	0.675	0.89	0.745	0.555	0.365	0.42	0.845	1.22	1.89	236.10299999999998			102.352
Adamtsl5	0.21999999999999997	0.5	0.29500000000000004	0.16499999999999998	0.42000000000000004	0.38	0.495	0.635	1.39	469.37			109.579
Adap1	0.20500000000000002	1.585	2.285	4.505	14.575000000000001	31.409999999999997	18.35	103.13	68.905	175.46200000000002			69.9007
Adap2	0.41000000000000003	0.365	1.295	1.65	1.7	2.505	2.135	2.2750000000000004	1.875	110.21799999999999			20.1739
Adar	9.135	18.935000000000002	21.884999999999998	16.009999999999998	21.810000000000002	22.845	25.990000000000002	15.465	35.965	750.034			342.25699999999995
Adarb1	3.6399999999999997	4.904999999999999	6.88	6.92	7.535	10.105	11.04	10.469999999999999	49.89	794.4069999999999			274.032
Adarb2	0.55	2.165	5.165	5.275	5.29	9.05	7.5	7.1	6.25	502.631			379.168
Adat1	10.125	11.855	10.535	9.594999999999999	4.795	7.865	6.025	3.255	3.185	143.542			407.25699999999995
Adat2	3.015	2.83	3.175	2.52	2.625	1.78	2.16	1.795	3.265	213.34799999999998			117.35
Adck1	10.705	13.415	15.79	17.67	18.83	25.85	24.924999999999997	31.924999999999997	12.535	1026.62			865.462
Adck2	11.335	20.82	31.2	31.495	26.445	44.565	35.275	32.66	10.12	348.906			293.358
Adck5	22.405	25.52	28.825000000000003	33.879999999999995	33.22	37.254999999999995	36.045	23.48	10.31	281.219			172.166
Adcy1	0.415	1.175	0.98	1.445	5.42	5.2	7.455	11.11	81.955	626.964			629.52
Adcy10	0.05	0.075	0.135	0.225	0.075	0.15500000000000003	0.18	0.049999999999999996	0.36	207.40599999999998			139.18
Adcy2	0.08	1.2850000000000001	1.42	1.045	2.66	3.43	2.65	8.745000000000001	35.99	250.605			204.055
Adcy3	2.365	4.48	6.66	5.83	4.97	10.085	7.975	7.3149999999999995	11.775	1326.49			332.749
Adcy4	2.3600000000000003	4.655	3.525	2.25	1.835	2.5650000000000004	2.39	1.4	0.89	137.6			56.8576
Adcy5	0.36	1.54	2.075	2.26	4.115	4.445	4.74	5.365	30.87	1364.51			454.55199999999996
Adcy6	4.105	5.640000000000001	7.3100000000000005	5.765000000000001	3.8049999999999997	6.865	5.76	1.86	7.2	114.19200000000001			34.4448
Adcy7	1.3450000000000002	1.845	1.55	0.875	0.86	1.135	1.2650000000000001	2.265	1.86	543.288			289.719
Adcy8	0.28500000000000003	0.72	0.8150000000000001	0.81	1.665	2.17	2.125	2.7	6.2250000000000005	226.312			108.82799999999999
Adcy9	0.175	0.7150000000000001	1.3199999999999998	0.9949999999999999	1.7999999999999998	2.215	2.12	2.65	10.530000000000001	128.493			134.558
Adcyap1	0.595	3.885	5.76	6.1	5.984999999999999	5.3	6.154999999999999	8.5	14.14	183.454			598.441
Adcyap1r1	1.985	6.5649999999999995	11.98	16.68	23.415	26.16	27.275	31.275	35.410000000000004	773.428			155.054
Add1	97.65	168.95999999999998	165.67000000000002	146.095	146.26999999999998	172.8	178.99	135.385	139.025	1851.19			405.798
Add2	10.875	31.814999999999998	62.635000000000005	80.285	60.72	110.72	96.32	93.255	30.495	663.798			363.014
Add3	27.485	44.1	36.565	23.235	21.634999999999998	20.555	25.365000000000002	30.54	35.975	2709.89			3514.15
Adgb	0.08	0.09	0.12	0.09	0.16999999999999998	0.15500000000000003	0.16	0.2	0.41500000000000004	142.46			182.653
Adgra1	0.78	4.84	5.460000000000001	10.855	6.41	9.87	8.245000000000001	24.22	15.495	537.982			201.77700000000002
Adgra2	1.22	2.335	1.99	1.12	0.94	0.94	1.0899999999999999	1.075	2.0949999999999998	900.177			795.3560000000001
Adgra3	18.485	34.004999999999995	34.375	17.56	16.155	16.765	15.59	7.225	5.005	374.13800000000003			293.507
Adgrb1	2.365	10.614999999999998	7.78	8.59	14.865	14.665000000000001	14.02	14.865	82.89999999999999	1988.14			1061.09
Adgrb2	0.615	4.74	5.359999999999999	6.155	8.18	10.86	9.395	14.58	61.095	1299.26			439.626
Adgrb3	1.605	7.49	14.42	22.83	36.745000000000005	36.055	40.95	47.495000000000005	36.215	186.433			160.81799999999998
Adgrd1	0.005	0.02	0.05500000000000001	0.05500000000000001	0.10500000000000001	0.11000000000000001	0.25	0.255	0.835	109.67299999999999			40.3188
Adgre1	0.645	1.7000000000000002	1.8900000000000001	1.4300000000000002	3.4850000000000003	2.705	3.4	3.14	3.02	90.1701			66.3234
Adgre4	0.055	0.07500000000000001	0.03	0.08	0.04	0.095	0.055	0.034999999999999996	0.03	38.7787			49.746
Adgre5	4.745	9.83	8.295	5.77	9.1	7.265000000000001	9.829999999999998	6.795	3.615	459.163			205.653
Adgrf1	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.01	0.0	136.944			69.8862
Adgrf2	0.030000000000000002	0.03	0.07	0.08	0.02	0.065	0.09	0.02	0.29000000000000004	192.058			737.929
Adgrf3	0.045	0.01	0.01	0.0	0.0	0.03	0.0	0.005	0.0	125.506			60.1219
Adgrf4	0.02	0.01	0.01	0.06	0.125	0.06	0.14500000000000002	0.045	1.0350000000000001	245.75900000000001			274.586
Adgrf5	1.925	3.13	3.455	2.315	1.935	2.7	3.105	1.6300000000000001	7.414999999999999	199.67700000000002			178.06
Adgrg1	44.25	110.94	124.985	102.99000000000001	92.345	82.985	88.11500000000001	55.8	13.834999999999999	1938.46			643.455
Adgrg2	0.37	0.74	0.93	0.5900000000000001	0.625	0.765	0.58	1.08	0.81	233.796			98.1537
Adgrg3	2.02	1.685	0.9850000000000001	0.735	0.845	0.565	0.74	0.44500000000000006	0.035	395.92900000000003			104.69200000000001
Adgrg4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	48.4814			79.2799
Adgrg5	0.28500000000000003	0.135	0.03	0.09	0.035	0.14	0.03	0.07500000000000001	0.035	137.91			60.5119
Adgrg6	0.065	0.615	1.3599999999999999	0.28	0.445	0.37	0.56	0.37	0.815	138.422			376.606
Adgrg7	0.0	0.015	0.0	0.01	0.0	0.0	0.0	0.0	0.0	106.60600000000001			80.9265
Adgrl1	6.42	20.869999999999997	25.58	29.945	40.295	47.28	46.04	40.82	53.525	6210.78			1818.82
Adgrl2	31.294999999999998	64.265	60.364999999999995	44.82	48.125	68.03999999999999	71.925	41.07	23.71	265.862			709.4839999999999
Adgrl3	4.31	13.535	24.065	27.744999999999997	24.4	38.655	33.465	24.505	37.575	2711.77			1767.32
Adgrl4	2.435	4.49	4.95	5.29	9.08	7.055	10.295	7.07	13.54	139.064			99.1361
Adgrv1	15.695	30.509999999999998	36.095	27.9	12.030000000000001	13.55	12.024999999999999	4.19	1.6800000000000002	549.7869999999999			519.21
Adh1	0.06	0.23	0.31	0.26	0.44	0.475	1.165	2.92	0.23500000000000001	109.435			223.86700000000002
Adh4	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.14200000000001			47.7384
Adh5	149.26	201.72	198.95499999999998	218.82999999999998	255.055	211.52499999999998	240.315	205.09	46.879999999999995	2490.43			1451.38
Adh6-ps1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.2366			26.0237
Adh6a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	116.884			135.175
Adh6b	0.22	0.14500000000000002	0.07	0.1	0.14500000000000002	0.05	0.1	0.04	0.0	119.42200000000001			84.81200000000001
Adh7	0.005	0.06	0.085	0.07	0.26	0.195	0.315	0.44499999999999995	0.035	110.055			48.0562
Adhfe1	0.42500000000000004	0.615	0.35	0.8500000000000001	3.705	3.1	4.4399999999999995	15.635	14.94	1657.7			739.7689999999999
Adi1	30.635	44.265	35.43	36.105000000000004	37.269999999999996	33.86	37.39	22.35	40.015	339.94300000000004			158.906
Adig	0.035	0.12	0.06	0.0	0.145	0.06	0.145	0.0	0.0	115.48899999999999			125.795
Adipoq	0.01	0.0	0.06	0.02	0.0	0.10500000000000001	0.0	0.015	0.0	74.0907			43.8721
Adipor1	38.545	61.474999999999994	52.17	48.135000000000005	54.855000000000004	52.195	57.03	55.495000000000005	24.545	2041.58			695.059
Adipor2	20.494999999999997	15.805	27.295	33.6	30.005	36.445	36.59	24.855	21.335	167.812			124.774
Adk	84.92500000000001	100.94	83.375	78.50999999999999	61.370000000000005	53.11	63.77	50.29	48.455	2695.95			1014.38
Adm	2.55	4.465	2.495	3.715	1.4300000000000002	3.74	3.4000000000000004	1.455	1.69	196.36700000000002			107.15700000000001
Adm2	0.14	0.14	0.025	0.0	0.0	0.0	0.0	0.0	0.0	87.8612			29.2593
Adnp	1.65	14.71	5.74	2.615	1.365	7.12	1.79	9.879999999999999	10.129999999999999	149.233			78.6876
Adnp2	13.31	20.060000000000002	18.725	12.95	14.23	13.29	15.05	6.175000000000001	7.035	182.463			152.363
Ado	36.585	49.099999999999994	49.07	47.165	62.4	58.989999999999995	71.725	49.945	26.335	136.906			89.9734
Adora1	0.13	0.56	1.3199999999999998	3.24	5.275	12.2	11.99	28.225	52.09	404.99199999999996			252.78
Adora2a	1.1	2.735	2.725	2.415	8.475	5.904999999999999	8.989999999999998	7.715	13.67	370.517			325.921
Adora2b	2.63	2.1849999999999996	2.46	1.82	2.085	1.9249999999999998	2.17	3.135	2.7199999999999998	239.894			68.9425
Adora3	0.08	0.07	0.075	0.105	0.15000000000000002	0.195	0.14	0.315	0.74	85.2263			94.6341
Adpgk	18.5	29.225	21.58	15.454999999999998	17.945	15.76	17.57	12.205	7.65	2242.61			656.574
Adprh	126.84	164.89	180.32999999999998	185.185	169.52	181.56	179.99	164.555	63.18	136.36700000000002			103.421
Adprhl1	0.06	0.04	0.16499999999999998	0.46499999999999997	0.05	0.24	0.13	0.05	0.1	36.4641			27.9401
Adprhl2	49.81	54.375	58.16	63.425	49.055	69.16	61.255	68.355	10.29	197.959			85.4764
Adprm	15.465	24.869999999999997	24.314999999999998	29.814999999999998	31.245	28.565	29.07	21.525	21.42	65.539			223.30900000000003
Adra1a	0.22	0.44000000000000006	1.0	0.885	0.4	1.035	0.665	1.78	3.175	77.6523			30.8386
Adra1b	0.07500000000000001	0.215	0.42500000000000004	0.275	0.6799999999999999	0.955	1.0350000000000001	4.435	6.445	204.053			138.203
Adra1d	0.065	0.0	0.04	0.0	0.055	0.08499999999999999	0.05	0.39999999999999997	7.34	517.899			351.4
Adra2a	0.355	1.9100000000000001	1.8599999999999999	0.835	1.4849999999999999	1.01	1.21	1.7600000000000002	2.675	1092.44			417.025
Adra2b	1.48	3.0	1.405	0.25	0.33499999999999996	0.7749999999999999	0.475	0.5	0.27999999999999997	354.475			171.921
Adra2c	0.0	0.02	0.06	0.18	0.84	0.88	0.71	1.5	4.199999999999999	256.975			164.429
Adrb1	0.075	0.165	0.51	0.43000000000000005	1.095	1.415	1.2349999999999999	2.845	7.305	882.294			616.935
Adrb2	0.61	1.395	1.41	1.02	1.28	1.245	1.8900000000000001	1.12	1.175	364.46			293.801
Adrb3	0.21000000000000002	0.185	0.03	0.045	0.03	0.035	0.03	0.31	0.39499999999999996	427.535			879.8639999999999
Adrm1	149.94	161.76999999999998	180.93	178.99	124.99000000000001	168.43	143.55	186.965	36.214999999999996	2096.56			503.00699999999995
Adsl	101.75999999999999	117.1	103.83	85.06	57.03	64.835	64.81	45.980000000000004	15.614999999999998	320.268			160.216
Adss	28.564999999999998	45.05	39.815	37.235	44.725	43.465	47.115	49.709999999999994	79.505	145.748			108.20700000000001
Adssl1	3.08	1.575	1.97	1.42	1.705	1.755	1.76	3.415	10.190000000000001	536.705			463.555
Adtrp	0.115	0.0	0.18	0.0	0.0	0.025	0.0	0.07	0.185	76.5376			36.0433
Aebp1	4.574999999999999	18.1	14.575	4.835	8.475	8.51	13.469999999999999	15.280000000000001	3.645	440.94800000000004			212.615
Aebp2	6.605	13.66	13.77	8.8	8.38	7.75	7.815	3.555	49.769999999999996	3315.45			1976.15
Aen	43.075	47.175	46.5	48.485	35.69	46.480000000000004	43.605000000000004	48.94	11.99	754.959			724.1110000000001
Afap1	6.4	19.785	28.235	28.22	27.155	35.82	35.96	34.28	3.045	736.1030000000001			302.853
Afap1l1	7.495	9.735	7.985	7.055	9.25	8.190000000000001	9.685	11.315	7.915	136.05700000000002			59.1301
Afap1l2	0.74	1.7349999999999999	2.425	2.275	5.43	5.245	7.585	7.875	3.84	283.865			182.667
Afdn	44.565	109.55000000000001	142.175	122.97500000000001	98.88	152.55	114.67500000000001	94.2	36.625	2798.9			372.455
Aff1	2.52	5.825	3.1950000000000003	1.5350000000000001	1.72	1.455	1.77	0.7949999999999999	3.04	1045.38			448.827
Aff2	2.965	12.195	13.925	10.53	10.035	14.015	12.455	8.145	4.43	488.54400000000004			605.018
Aff3	1.825	13.975	12.625	8.075	12.705	23.52	13.96	11.215	11.035	397.017			300.436
Aff4	17.15	36.425	57.65	52.42	58.235	51.91	58.95	68.4	68.05	1013.32			224.618
Afg1l	1.955	3.07	3.49	3.54	4.935	5.275	5.88	5.295	9.155000000000001	95.5043			148.89700000000002
Afg3l1	37.215	37.08	57.165000000000006	47.805	21.92	49.455	32.94	29.965000000000003	6.095	758.452			442.341
Afg3l2	20.9	31.575000000000003	31.665	23.57	26.835	30.67	31.53	31.57	24.08	432.88699999999994			629.029
Afm	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.0	61.8957			66.0152
Afmid	2.38	5.035	4.705	6.165	4.225	4.824999999999999	4.859999999999999	6.885	0.835	652.178			130.649
Afp	0.035	0.045	0.09999999999999999	3.75	0.065	1.79	0.165	0.075	0.045	91.8224			44.5125
Aftph	11.57	24.485	28.305	29.134999999999998	30.85	33.795	35.28	17.71	49.91	188.84599999999998			160.582
Aga	7.75	11.55	11.705	9.760000000000002	9.92	8.58	9.370000000000001	12.23	7.109999999999999	575.6469999999999			665.492
Agap1	5.795	15.325	18.479999999999997	13.17	12.97	17.16	15.795	13.9	11.085	1477.88			566.899
Agap2	0.04	0.435	0.655	1.065	3.6100000000000003	2.255	2.915	3.08	113.225	1475.01			726.687
Agap3	6.45	21.165	17.89	14.7	17.535	33.74	19.03	41.45	32.525	1563.75			306.079
Agbl1	0.0	0.025	0.15500000000000003	0.19	0.24	0.28	0.415	0.10500000000000001	0.15	254.082			234.166
Agbl2	0.345	0.725	0.6200000000000001	0.52	0.865	0.55	0.66	0.565	0.74	316.522			340.702
Agbl3	1.4849999999999999	3.91	4.76	5.904999999999999	7.585000000000001	8.19	7.300000000000001	15.739999999999998	15.385	485.17199999999997			198.498
Agbl4	0.295	0.8049999999999999	1.33	1.9849999999999999	1.9	1.48	1.815	2.16	6.575	530.571			141.665
Agbl5	10.754999999999999	27.435000000000002	23.494999999999997	19.369999999999997	17.205000000000002	19.29	19.28	15.075	4.135	4863.59			847.138
